"race","gender","familyType","education","income","icon"
"Black","Man","Single with Dependent(s)","Graduate Degree","inc325350",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc325350",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc325350",0
"White","Man","Couple","No High School","inc325350",0
"Black","Man","Couple","No High School","inc325350",0
"Latino","Man","Couple","No High School","inc325350",0
"Other","Man","Couple","No High School","inc325350",0
"White","Man","Couple","High School","inc325350",0
"Black","Man","Couple","High School","inc325350",0
"Latino","Man","Couple","High School","inc325350",0
"Other","Man","Couple","High School","inc325350",0
"White","Man","Couple","Some College","inc325350",0
"Black","Man","Couple","Some College","inc325350",0
"Latino","Man","Couple","Some College","inc325350",0
"Other","Man","Couple","Some College","inc325350",0
"White","Man","Couple","Bachelor's Degree","inc325350",0
"Black","Man","Couple","Bachelor's Degree","inc325350",0
"Latino","Man","Couple","Bachelor's Degree","inc325350",0
"Other","Man","Couple","Bachelor's Degree","inc325350",0
"White","Man","Couple","Graduate Degree","inc325350",0
"Black","Man","Couple","Graduate Degree","inc325350",0
"Latino","Man","Couple","Graduate Degree","inc325350",0
"Other","Man","Couple","Graduate Degree","inc325350",0
"White","Woman","Single","No High School","inc325350",0
"Black","Woman","Single","No High School","inc325350",0
"Latino","Woman","Single","No High School","inc325350",0
"Other","Woman","Single","No High School","inc325350",0
"White","Woman","Single","High School","inc325350",0
"Black","Woman","Single","High School","inc325350",0
"Latino","Woman","Single","High School","inc325350",0
"Other","Woman","Single","High School","inc325350",0
"White","Woman","Single","Some College","inc325350",0
"Black","Woman","Single","Some College","inc325350",0
"Latino","Woman","Single","Some College","inc325350",0
"Other","Woman","Single","Some College","inc325350",0
"White","Woman","Single","Bachelor's Degree","inc325350",1
"Black","Woman","Single","Bachelor's Degree","inc325350",0
"Latino","Woman","Single","Bachelor's Degree","inc325350",0
"Other","Woman","Single","Bachelor's Degree","inc325350",0
"White","Woman","Single","Graduate Degree","inc325350",0
"Black","Woman","Single","Graduate Degree","inc325350",0
"Latino","Woman","Single","Graduate Degree","inc325350",0
"Other","Woman","Single","Graduate Degree","inc325350",0
"White","Woman","Single with Dependent(s)","No High School","inc325350",0
"Black","Woman","Single with Dependent(s)","No High School","inc325350",0
"Latino","Woman","Single with Dependent(s)","No High School","inc325350",0
"Other","Woman","Single with Dependent(s)","No High School","inc325350",0
"White","Woman","Single with Dependent(s)","High School","inc325350",0
"Black","Woman","Single with Dependent(s)","High School","inc325350",0
"Latino","Woman","Single with Dependent(s)","High School","inc325350",0
"Other","Woman","Single with Dependent(s)","High School","inc325350",0
"White","Woman","Single with Dependent(s)","Some College","inc325350",0
"Black","Woman","Single with Dependent(s)","Some College","inc325350",0
"Latino","Woman","Single with Dependent(s)","Some College","inc325350",0
"Other","Woman","Single with Dependent(s)","Some College","inc325350",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc325350",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc325350",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc325350",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc325350",0
"White","Woman","Couple","No High School","inc325350",0
"Black","Woman","Couple","No High School","inc325350",0
"Latino","Woman","Couple","No High School","inc325350",0
"Other","Woman","Couple","No High School","inc325350",0
"White","Woman","Couple","High School","inc325350",0
"Black","Woman","Couple","High School","inc325350",0
"Latino","Woman","Couple","High School","inc325350",0
"Other","Woman","Couple","High School","inc325350",0
"White","Woman","Couple","Some College","inc325350",0
"Black","Woman","Couple","Some College","inc325350",0
"Latino","Woman","Couple","Some College","inc325350",0
"Other","Woman","Couple","Some College","inc325350",0
"White","Woman","Couple","Bachelor's Degree","inc325350",0
"Black","Woman","Couple","Bachelor's Degree","inc325350",0
"Latino","Woman","Couple","Bachelor's Degree","inc325350",0
"Other","Woman","Couple","Bachelor's Degree","inc325350",0
"White","Woman","Couple","Graduate Degree","inc325350",0
"Black","Woman","Couple","Graduate Degree","inc325350",0
"Latino","Woman","Couple","Graduate Degree","inc325350",0
"Other","Woman","Couple","Graduate Degree","inc325350",0
"White","Man","Single","No High School","inc350375",0
"Black","Man","Single","No High School","inc350375",0
"Latino","Man","Single","No High School","inc350375",0
"Other","Man","Single","No High School","inc350375",0
"White","Man","Single","High School","inc350375",0
"Black","Man","Single","High School","inc350375",0
"Latino","Man","Single","High School","inc350375",0
"Other","Man","Single","High School","inc350375",0
"White","Man","Single","Some College","inc350375",0
"Black","Man","Single","Some College","inc350375",0
"Latino","Man","Single","Some College","inc350375",0
"Other","Man","Single","Some College","inc350375",0
"White","Man","Single","Bachelor's Degree","inc350375",0
"Black","Man","Single","Bachelor's Degree","inc350375",0
"Latino","Man","Single","Bachelor's Degree","inc350375",0
"Other","Man","Single","Bachelor's Degree","inc350375",0
"White","Man","Single","Graduate Degree","inc350375",0
"Black","Man","Single","Graduate Degree","inc350375",0
"Latino","Man","Single","Graduate Degree","inc350375",0
"Other","Man","Single","Graduate Degree","inc350375",0
"White","Man","Single with Dependent(s)","No High School","inc350375",0
"Black","Man","Single with Dependent(s)","No High School","inc350375",0
"Latino","Man","Single with Dependent(s)","No High School","inc350375",0
"Other","Man","Single with Dependent(s)","No High School","inc350375",0
"White","Man","Single with Dependent(s)","High School","inc350375",0
"Black","Man","Single with Dependent(s)","High School","inc350375",0
"Latino","Man","Single with Dependent(s)","High School","inc350375",0
"Other","Man","Single with Dependent(s)","High School","inc350375",0
"White","Man","Single with Dependent(s)","Some College","inc350375",0
"Black","Man","Single with Dependent(s)","Some College","inc350375",0
"Latino","Man","Single with Dependent(s)","Some College","inc350375",0
"Other","Man","Single with Dependent(s)","Some College","inc350375",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc350375",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc350375",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc350375",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc350375",0
"White","Man","Couple","No High School","inc350375",0
"Black","Man","Couple","No High School","inc350375",0
"Latino","Man","Couple","No High School","inc350375",0
"Other","Man","Couple","No High School","inc350375",0
"White","Man","Couple","High School","inc350375",0
"Black","Man","Couple","High School","inc350375",0
"Latino","Man","Couple","High School","inc350375",0
"Other","Man","Couple","High School","inc350375",0
"White","Man","Couple","Some College","inc350375",1
"Black","Man","Couple","Some College","inc350375",0
"Latino","Man","Couple","Some College","inc350375",0
"Other","Man","Couple","Some College","inc350375",0
"White","Man","Couple","Bachelor's Degree","inc350375",0
"Black","Man","Couple","Bachelor's Degree","inc350375",0
"Latino","Man","Couple","Bachelor's Degree","inc350375",0
"Other","Man","Couple","Bachelor's Degree","inc350375",0
"White","Man","Couple","Graduate Degree","inc350375",0
"Black","Man","Couple","Graduate Degree","inc350375",0
"Latino","Man","Couple","Graduate Degree","inc350375",0
"Other","Man","Couple","Graduate Degree","inc350375",0
"White","Woman","Single","No High School","inc350375",0
"Black","Woman","Single","No High School","inc350375",0
"Latino","Woman","Single","No High School","inc350375",0
"Other","Woman","Single","No High School","inc350375",0
"White","Woman","Single","High School","inc350375",0
"Black","Woman","Single","High School","inc350375",0
"Latino","Woman","Single","High School","inc350375",0
"Other","Woman","Single","High School","inc350375",0
"White","Woman","Single","Some College","inc350375",0
"Black","Woman","Single","Some College","inc350375",0
"Latino","Woman","Single","Some College","inc350375",0
"Other","Woman","Single","Some College","inc350375",0
"White","Woman","Single","Bachelor's Degree","inc350375",0
"Black","Woman","Single","Bachelor's Degree","inc350375",0
"Latino","Woman","Single","Bachelor's Degree","inc350375",0
"Other","Woman","Single","Bachelor's Degree","inc350375",0
"White","Woman","Single","Graduate Degree","inc350375",0
"Black","Woman","Single","Graduate Degree","inc350375",0
"Latino","Woman","Single","Graduate Degree","inc350375",0
"Other","Woman","Single","Graduate Degree","inc350375",0
"White","Woman","Single with Dependent(s)","No High School","inc350375",0
"Black","Woman","Single with Dependent(s)","No High School","inc350375",0
"Latino","Woman","Single with Dependent(s)","No High School","inc350375",0
"Other","Woman","Single with Dependent(s)","No High School","inc350375",0
"White","Woman","Single with Dependent(s)","High School","inc350375",0
"Black","Woman","Single with Dependent(s)","High School","inc350375",0
"Latino","Woman","Single with Dependent(s)","High School","inc350375",0
"Other","Woman","Single with Dependent(s)","High School","inc350375",0
"White","Woman","Single with Dependent(s)","Some College","inc350375",0
"Black","Woman","Single with Dependent(s)","Some College","inc350375",0
"Latino","Woman","Single with Dependent(s)","Some College","inc350375",0
"Other","Woman","Single with Dependent(s)","Some College","inc350375",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc350375",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc350375",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc350375",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc350375",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc350375",0
"White","Woman","Couple","No High School","inc350375",0
"Black","Woman","Couple","No High School","inc350375",0
"Latino","Woman","Couple","No High School","inc350375",0
"Other","Woman","Couple","No High School","inc350375",0
"White","Woman","Couple","High School","inc350375",0
"Black","Woman","Couple","High School","inc350375",0
"Latino","Woman","Couple","High School","inc350375",0
"Other","Woman","Couple","High School","inc350375",0
"White","Woman","Couple","Some College","inc350375",0
"Black","Woman","Couple","Some College","inc350375",0
"Latino","Woman","Couple","Some College","inc350375",0
"Other","Woman","Couple","Some College","inc350375",0
"White","Woman","Couple","Bachelor's Degree","inc350375",0
"Black","Woman","Couple","Bachelor's Degree","inc350375",0
"Latino","Woman","Couple","Bachelor's Degree","inc350375",0
"Other","Woman","Couple","Bachelor's Degree","inc350375",0
"White","Woman","Couple","Graduate Degree","inc350375",1
"Black","Woman","Couple","Graduate Degree","inc350375",0
"Latino","Woman","Couple","Graduate Degree","inc350375",0
"Other","Woman","Couple","Graduate Degree","inc350375",0
"White","Man","Single","No High School","inc375400",0
"Black","Man","Single","No High School","inc375400",0
"Latino","Man","Single","No High School","inc375400",0
"Other","Man","Single","No High School","inc375400",0
"White","Man","Single","High School","inc375400",0
"Black","Man","Single","High School","inc375400",0
"Latino","Man","Single","High School","inc375400",0
"Other","Man","Single","High School","inc375400",0
"White","Man","Single","Some College","inc375400",0
"Black","Man","Single","Some College","inc375400",0
"Latino","Man","Single","Some College","inc375400",0
"Other","Man","Single","Some College","inc375400",0
"White","Man","Single","Bachelor's Degree","inc375400",0
"Black","Man","Single","Bachelor's Degree","inc375400",0
"Latino","Man","Single","Bachelor's Degree","inc375400",0
"Other","Man","Single","Bachelor's Degree","inc375400",0
"White","Man","Single","Graduate Degree","inc375400",0
"Black","Man","Single","Graduate Degree","inc375400",0
"Latino","Man","Single","Graduate Degree","inc375400",0
"Other","Man","Single","Graduate Degree","inc375400",0
"White","Man","Single with Dependent(s)","No High School","inc375400",0
"Black","Man","Single with Dependent(s)","No High School","inc375400",0
"Latino","Man","Single with Dependent(s)","No High School","inc375400",0
"Other","Man","Single with Dependent(s)","No High School","inc375400",0
"White","Man","Single with Dependent(s)","High School","inc375400",0
"Black","Man","Single with Dependent(s)","High School","inc375400",0
"Latino","Man","Single with Dependent(s)","High School","inc375400",0
"Other","Man","Single with Dependent(s)","High School","inc375400",0
"White","Man","Single with Dependent(s)","Some College","inc375400",0
"Black","Man","Single with Dependent(s)","Some College","inc375400",0
"Latino","Man","Single with Dependent(s)","Some College","inc375400",0
"Other","Man","Single with Dependent(s)","Some College","inc375400",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc375400",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc375400",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc375400",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc375400",0
"White","Man","Couple","No High School","inc375400",0
"Black","Man","Couple","No High School","inc375400",0
"Latino","Man","Couple","No High School","inc375400",0
"Other","Man","Couple","No High School","inc375400",0
"White","Man","Couple","High School","inc375400",0
"Black","Man","Couple","High School","inc375400",0
"Latino","Man","Couple","High School","inc375400",0
"Other","Man","Couple","High School","inc375400",0
"White","Man","Couple","Some College","inc375400",0
"Black","Man","Couple","Some College","inc375400",0
"Latino","Man","Couple","Some College","inc375400",0
"Other","Man","Couple","Some College","inc375400",0
"White","Man","Couple","Bachelor's Degree","inc375400",0
"Black","Man","Couple","Bachelor's Degree","inc375400",0
"Latino","Man","Couple","Bachelor's Degree","inc375400",0
"Other","Man","Couple","Bachelor's Degree","inc375400",0
"White","Man","Couple","Graduate Degree","inc375400",1
"Black","Man","Couple","Graduate Degree","inc375400",0
"Latino","Man","Couple","Graduate Degree","inc375400",0
"Other","Man","Couple","Graduate Degree","inc375400",0
"White","Woman","Single","No High School","inc375400",0
"Black","Woman","Single","No High School","inc375400",0
"Latino","Woman","Single","No High School","inc375400",0
"Other","Woman","Single","No High School","inc375400",0
"White","Woman","Single","High School","inc375400",0
"Black","Woman","Single","High School","inc375400",0
"Latino","Woman","Single","High School","inc375400",0
"Other","Woman","Single","High School","inc375400",0
"White","Woman","Single","Some College","inc375400",0
"Black","Woman","Single","Some College","inc375400",0
"Latino","Woman","Single","Some College","inc375400",0
"Other","Woman","Single","Some College","inc375400",0
"White","Woman","Single","Bachelor's Degree","inc375400",0
"Black","Woman","Single","Bachelor's Degree","inc375400",0
"Latino","Woman","Single","Bachelor's Degree","inc375400",0
"Other","Woman","Single","Bachelor's Degree","inc375400",0
"White","Woman","Single","Graduate Degree","inc375400",0
"Black","Woman","Single","Graduate Degree","inc375400",0
"Latino","Woman","Single","Graduate Degree","inc375400",0
"Other","Woman","Single","Graduate Degree","inc375400",0
"White","Woman","Single with Dependent(s)","No High School","inc375400",0
"Black","Woman","Single with Dependent(s)","No High School","inc375400",0
"Latino","Woman","Single with Dependent(s)","No High School","inc375400",0
"Other","Woman","Single with Dependent(s)","No High School","inc375400",0
"White","Woman","Single with Dependent(s)","High School","inc375400",0
"Black","Woman","Single with Dependent(s)","High School","inc375400",0
"Latino","Woman","Single with Dependent(s)","High School","inc375400",0
"Other","Woman","Single with Dependent(s)","High School","inc375400",0
"White","Woman","Single with Dependent(s)","Some College","inc375400",0
"Black","Woman","Single with Dependent(s)","Some College","inc375400",0
"Latino","Woman","Single with Dependent(s)","Some College","inc375400",0
"Other","Woman","Single with Dependent(s)","Some College","inc375400",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc375400",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc375400",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc375400",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc375400",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc375400",0
"White","Woman","Couple","No High School","inc375400",0
"Black","Woman","Couple","No High School","inc375400",0
"Latino","Woman","Couple","No High School","inc375400",0
"Other","Woman","Couple","No High School","inc375400",0
"White","Woman","Couple","High School","inc375400",0
"Black","Woman","Couple","High School","inc375400",0
"Latino","Woman","Couple","High School","inc375400",0
"Other","Woman","Couple","High School","inc375400",0
"White","Woman","Couple","Some College","inc375400",0
"Black","Woman","Couple","Some College","inc375400",0
"Latino","Woman","Couple","Some College","inc375400",0
"Other","Woman","Couple","Some College","inc375400",0
"White","Woman","Couple","Bachelor's Degree","inc375400",0
"Black","Woman","Couple","Bachelor's Degree","inc375400",0
"Latino","Woman","Couple","Bachelor's Degree","inc375400",0
"Other","Woman","Couple","Bachelor's Degree","inc375400",0
"White","Woman","Couple","Graduate Degree","inc375400",1
"Black","Woman","Couple","Graduate Degree","inc375400",0
"Latino","Woman","Couple","Graduate Degree","inc375400",0
"Other","Woman","Couple","Graduate Degree","inc375400",0
"White","Man","Single","No High School","inc400+",0
"Black","Man","Single","No High School","inc400+",0
"Latino","Man","Single","No High School","inc400+",0
"Other","Man","Single","No High School","inc400+",0
"White","Man","Single","High School","inc400+",0
"Black","Man","Single","High School","inc400+",0
"Latino","Man","Single","High School","inc400+",0
"Other","Man","Single","High School","inc400+",0
"White","Man","Single","Some College","inc400+",0
"Black","Man","Single","Some College","inc400+",0
"Latino","Man","Single","Some College","inc400+",0
"Other","Man","Single","Some College","inc400+",0
"White","Man","Single","Bachelor's Degree","inc400+",0
"Black","Man","Single","Bachelor's Degree","inc400+",0
"Latino","Man","Single","Bachelor's Degree","inc400+",0
"Other","Man","Single","Bachelor's Degree","inc400+",0
"White","Man","Single","Graduate Degree","inc400+",0
"Black","Man","Single","Graduate Degree","inc400+",0
"Latino","Man","Single","Graduate Degree","inc400+",0
"Other","Man","Single","Graduate Degree","inc400+",0
"White","Man","Single with Dependent(s)","No High School","inc400+",0
"Black","Man","Single with Dependent(s)","No High School","inc400+",0
"Latino","Man","Single with Dependent(s)","No High School","inc400+",0
"Other","Man","Single with Dependent(s)","No High School","inc400+",0
"White","Man","Single with Dependent(s)","High School","inc400+",0
"Black","Man","Single with Dependent(s)","High School","inc400+",0
"Latino","Man","Single with Dependent(s)","High School","inc400+",0
"Other","Man","Single with Dependent(s)","High School","inc400+",0
"White","Man","Single with Dependent(s)","Some College","inc400+",0
"Black","Man","Single with Dependent(s)","Some College","inc400+",0
"Latino","Man","Single with Dependent(s)","Some College","inc400+",0
"Other","Man","Single with Dependent(s)","Some College","inc400+",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc400+",1
"Black","Man","Single with Dependent(s)","Graduate Degree","inc400+",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc400+",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc400+",0
"White","Man","Couple","No High School","inc400+",0
"Black","Man","Couple","No High School","inc400+",0
"Latino","Man","Couple","No High School","inc400+",0
"Other","Man","Couple","No High School","inc400+",0
"White","Man","Couple","High School","inc400+",0
"Black","Man","Couple","High School","inc400+",0
"Latino","Man","Couple","High School","inc400+",0
"Other","Man","Couple","High School","inc400+",0
"White","Man","Couple","Some College","inc400+",0
"Black","Man","Couple","Some College","inc400+",0
"Latino","Man","Couple","Some College","inc400+",0
"Other","Man","Couple","Some College","inc400+",0
"White","Man","Couple","Bachelor's Degree","inc400+",2
"Black","Man","Couple","Bachelor's Degree","inc400+",0
"Latino","Man","Couple","Bachelor's Degree","inc400+",0
"Other","Man","Couple","Bachelor's Degree","inc400+",0
"White","Man","Couple","Graduate Degree","inc400+",1
"Black","Man","Couple","Graduate Degree","inc400+",0
"Latino","Man","Couple","Graduate Degree","inc400+",0
"Other","Man","Couple","Graduate Degree","inc400+",1
"White","Woman","Single","No High School","inc400+",0
"Black","Woman","Single","No High School","inc400+",0
"Latino","Woman","Single","No High School","inc400+",0
"Other","Woman","Single","No High School","inc400+",0
"White","Woman","Single","High School","inc400+",0
"Black","Woman","Single","High School","inc400+",0
"Latino","Woman","Single","High School","inc400+",0
"Other","Woman","Single","High School","inc400+",0
"White","Woman","Single","Some College","inc400+",0
"Black","Woman","Single","Some College","inc400+",0
"Latino","Woman","Single","Some College","inc400+",0
"Other","Woman","Single","Some College","inc400+",0
"White","Woman","Single","Bachelor's Degree","inc400+",0
"Black","Woman","Single","Bachelor's Degree","inc400+",0
"Latino","Woman","Single","Bachelor's Degree","inc400+",0
"Other","Woman","Single","Bachelor's Degree","inc400+",0
"White","Woman","Single","Graduate Degree","inc400+",0
"Black","Woman","Single","Graduate Degree","inc400+",0
"Latino","Woman","Single","Graduate Degree","inc400+",0
"Other","Woman","Single","Graduate Degree","inc400+",0
"White","Woman","Single with Dependent(s)","No High School","inc400+",0
"Black","Woman","Single with Dependent(s)","No High School","inc400+",0
"Latino","Woman","Single with Dependent(s)","No High School","inc400+",0
"Other","Woman","Single with Dependent(s)","No High School","inc400+",0
"White","Woman","Single with Dependent(s)","High School","inc400+",0
"Black","Woman","Single with Dependent(s)","High School","inc400+",0
"Latino","Woman","Single with Dependent(s)","High School","inc400+",0
"Other","Woman","Single with Dependent(s)","High School","inc400+",0
"White","Woman","Single with Dependent(s)","Some College","inc400+",0
"Black","Woman","Single with Dependent(s)","Some College","inc400+",0
"Latino","Woman","Single with Dependent(s)","Some College","inc400+",0
"Other","Woman","Single with Dependent(s)","Some College","inc400+",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc400+",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc400+",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc400+",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc400+",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc400+",0
"White","Woman","Couple","No High School","inc400+",0
"Black","Woman","Couple","No High School","inc400+",0
"Latino","Woman","Couple","No High School","inc400+",0
"Other","Woman","Couple","No High School","inc400+",0
"White","Woman","Couple","High School","inc400+",1
"Black","Woman","Couple","High School","inc400+",0
"Latino","Woman","Couple","High School","inc400+",0
"Other","Woman","Couple","High School","inc400+",0
"White","Woman","Couple","Some College","inc400+",1
"Black","Woman","Couple","Some College","inc400+",0
"Latino","Woman","Couple","Some College","inc400+",0
"Other","Woman","Couple","Some College","inc400+",0
"White","Woman","Couple","Bachelor's Degree","inc400+",1
"Black","Woman","Couple","Bachelor's Degree","inc400+",0
"Latino","Woman","Couple","Bachelor's Degree","inc400+",0
"Other","Woman","Couple","Bachelor's Degree","inc400+",0
"White","Woman","Couple","Graduate Degree","inc400+",0
"Black","Woman","Couple","Graduate Degree","inc400+",0
"Latino","Woman","Couple","Graduate Degree","inc400+",0
"Other","Woman","Couple","Graduate Degree","inc400+",1
